Simulation Iteration Time Var1 Var2
8.00000 4.00000 0.0131566 98.0000 99.0000
9.00000 4.00000 0.0239469 97.0000 101.000
10.0000 4.00000 0.0426383 99.0000 97.0000
1.00000 5.00000 0.0192265 100.000 94.0000
2.00000 5.00000 0.0140425 98.0000 98.0000
3.00000 5.00000 0.0203694 95.0000 104.000
4.00000 5.00000 0.0181206 98.0000 98.0000
5.00000 5.00000 0.00921115 100.000 94.0000
6.00000 5.00000 0.0216008 99.0000 96.0000
7.00000 5.00000 0.0139493 98.0000 98.0000
8.00000 5.00000 0.0131974 97.0000 100.000
9.00000 5.00000 0.0251983 96.0000 102.000
10.0000 5.00000 0.0426500 98.0000 98.0000
1.00000 6.00000 0.0256674 100.000 93.0000
2.00000 6.00000 0.0181529 98.0000 97.0000
3.00000 6.00000 0.0208395 95.0000 103.000
4.00000 6.00000 0.0226062 97.0000 99.0000
5.00000 6.00000 0.00978933 99.0000 95.0000
6.00000 6.00000 0.0288934 99.0000 95.0000
7.00000 6.00000 0.0164736 98.0000 97.0000
8.00000 6.00000 0.0134873 97.0000 99.0000
9.00000 6.00000 0.0285319 96.0000 101.000
10.0000 6.00000 0.0448712 97.0000 99.0000
1.00000 7.00000 0.0273478 99.0000 94.0000
2.00000 7.00000 0.0211547 98.0000 96.0000
3.00000 7.00000 0.0209968 94.0000 104.000
4.00000 7.00000 0.0306232 97.0000 98.0000
5.00000 7.00000 0.0101994 99.0000 94.0000
6.00000 7.00000 0.0298537 98.0000 96.0000
7.00000 7.00000 0.0244048 98.0000 96.0000
8.00000 7.00000 0.0267784 96.0000 100.000
9.00000 7.00000 0.0310447 96.0000 100.000
10.0000 7.00000 0.0487321 97.0000 98.0000
1.00000 8.00000 0.0287437 98.0000 95.0000
2.00000 8.00000 0.0242203 97.0000 97.0000
3.00000 8.00000 0.0242788 94.0000 103.000
4.00000 8.00000 0.0447340 97.0000 97.0000
5.00000 8.00000 0.0146876 98.0000 95.0000
6.00000 8.00000 0.0309850 98.0000 95.0000
7.00000 8.00000 0.0245786 98.0000 95.0000
8.00000 8.00000 0.0267898 96.0000 99.0000
9.00000 8.00000 0.0311938 96.0000 99.0000
10.0000 8.00000 0.0489661 97.0000 97.0000
1.00000 9.00000 0.0301172 97.0000 96.0000
2.00000 9.00000 0.0250025 97.0000 96.0000
3.00000 9.00000 0.0251684 94.0000 102.000
4.00000 9.00000 0.0515697 97.0000 96.0000
5.00000 9.00000 0.0210332 97.0000 96.0000
6.00000 9.00000 0.0335575 98.0000 94.0000
7.00000 9.00000 0.0290078 98.0000 94.0000
8.00000 9.00000 0.0272836 95.0000 100.000
9.00000 9.00000 0.0320641 96.0000 98.0000
10.0000 9.00000 0.0596939 97.0000 96.0000
1.00000 10.0000 0.0308875 97.0000 95.0000
2.00000 10.0000 0.0268638 97.0000 95.0000
3.00000 10.0000 0.0302263 94.0000 101.000
4.00000 10.0000 0.0643825 97.0000 95.0000
5.00000 10.0000 0.0223908 97.0000 95.0000
6.00000 10.0000 0.0345299 98.0000 93.0000
7.00000 10.0000 0.0356530 98.0000 93.0000
8.00000 10.0000 0.0277785 95.0000 99.0000
9.00000 10.0000 0.0326577 95.0000 99.0000
10.0000 10.0000 0.0604056 97.0000 95.0000
1.00000 11.0000 0.0312125 97.0000 94.0000
2.00000 11.0000 0.0279591 96.0000 96.0000
3.00000 11.0000 0.0335079 94.0000 100.000
4.00000 11.0000 0.0720820 96.0000 96.0000
5.00000 11.0000 0.0256932 97.0000 94.0000
6.00000 11.0000 0.0423850 98.0000 92.0000
7.00000 11.0000 0.0431523 98.0000 92.0000
8.00000 11.0000 0.0286881 96.0000 99.0000
9.00000 11.0000 0.0343911 95.0000 98.0000
10.0000 11.0000 0.0611641 98.0000 95.0000
1.00000 12.0000 0.0317004 97.0000 93.0000
2.00000 12.0000 0.0281864 96.0000 95.0000
3.00000 12.0000 0.0350980 94.0000 99.0000
4.00000 12.0000 0.0729898 96.0000 95.0000
5.00000 12.0000 0.0315741 97.0000 93.0000
6.00000 12.0000 0.0429473 98.0000 91.0000
7.00000 12.0000 0.0585600 98.0000 91.0000
8.00000 12.0000 0.0287755 96.0000 98.0000
9.00000 12.0000 0.0393176 95.0000 97.0000
10.0000 12.0000 0.0644963 98.0000 94.0000
1.00000 13.0000 0.0340979 97.0000 92.0000
2.00000 13.0000 0.0282642 96.0000 94.0000
3.00000 13.0000 0.0361010 94.0000 98.0000
4.00000 13.0000 0.0732737 96.0000 94.0000
5.00000 13.0000 0.0316534 97.0000 92.0000
6.00000 13.0000 0.0565809 97.0000 92.0000
7.00000 13.0000 0.0633878 98.0000 90.0000
8.00000 13.0000 0.0330548 96.0000 97.0000
9.00000 13.0000 0.0413430 94.0000 98.0000
10.0000 13.0000 0.0733258 97.0000 95.0000
1.00000 14.0000 0.0341750 96.0000 93.0000
2.00000 14.0000 0.0322927 95.0000 95.0000
3.00000 14.0000 0.0361136 93.0000 99.0000
4.00000 14.0000 0.0741059 96.0000 93.0000
5.00000 14.0000 0.0324465 96.0000 93.0000
6.00000 14.0000 0.0610990 96.0000 93.0000
7.00000 14.0000 0.0688762 98.0000 89.0000
8.00000 14.0000 0.0336155 96.0000 96.0000
9.00000 14.0000 0.0438217 94.0000 97.0000
10.0000 14.0000 0.0754330 97.0000 94.0000
1.00000 15.0000 0.0424670 95.0000 94.0000
2.00000 15.0000 0.0366728 94.0000 96.0000
3.00000 15.0000 0.0393144 93.0000 98.0000
4.00000 15.0000 0.0782616 95.0000 94.0000
5.00000 15.0000 0.0328347 95.0000 94.0000
6.00000 15.0000 0.0623025 95.0000 94.0000
7.00000 15.0000 0.0741874 98.0000 88.0000
8.00000 15.0000 0.0372942 96.0000 95.0000
9.00000 15.0000 0.0443091 93.0000 98.0000
10.0000 15.0000 0.0764198 96.0000 95.0000
1.00000 16.0000 0.0469943 94.0000 95.0000
2.00000 16.0000 0.0436595 94.0000 95.0000
3.00000 16.0000 0.0439600 93.0000 97.0000
4.00000 16.0000 0.0790629 95.0000 93.0000
5.00000 16.0000 0.0337660 95.0000 93.0000
6.00000 16.0000 0.0630824 95.0000 93.0000
7.00000 16.0000 0.0794264 98.0000 87.0000
8.00000 16.0000 0.0395358 97.0000 95.0000
9.00000 16.0000 0.0447083 92.0000 99.0000
10.0000 16.0000 0.0811566 96.0000 94.0000
1.00000 17.0000 0.0623546 93.0000 96.0000
2.00000 17.0000 0.0481598 93.0000 96.0000
3.00000 17.0000 0.0486564 93.0000 96.0000
4.00000 17.0000 0.0838000 94.0000 94.0000
5.00000 17.0000 0.0348804 95.0000 92.0000
6.00000 17.0000 0.0677973 95.0000 92.0000
7.00000 17.0000 0.0854646 98.0000 86.0000
8.00000 17.0000 0.0419250 97.0000 94.0000
9.00000 17.0000 0.0467702 91.0000 100.000
10.0000 17.0000 0.0838954 97.0000 94.0000
1.00000 18.0000 0.0704786 93.0000 95.0000
2.00000 18.0000 0.0502041 92.0000 97.0000
3.00000 18.0000 0.0509437 93.0000 95.0000
4.00000 18.0000 0.0849886 94.0000 93.0000
5.00000 18.0000 0.0361556 95.0000 91.0000
6.00000 18.0000 0.0789371 95.0000 91.0000
7.00000 18.0000 0.0880257 98.0000 85.0000
8.00000 18.0000 0.0441046 97.0000 93.0000
9.00000 18.0000 0.0468872 90.0000 101.000
10.0000 18.0000 0.0888234 96.0000 95.0000
1.00000 19.0000 0.0709754 93.0000 94.0000
2.00000 19.0000 0.0511754 92.0000 96.0000
3.00000 19.0000 0.0519174 93.0000 94.0000
4.00000 19.0000 0.0875641 93.0000 94.0000
5.00000 19.0000 0.0364257 96.0000 91.0000
6.00000 19.0000 0.0806060 95.0000 90.0000
7.00000 19.0000 0.0888069 98.0000 84.0000
8.00000 19.0000 0.0455638 97.0000 92.0000
9.00000 19.0000 0.0499352 89.0000 102.000
10.0000 19.0000 0.0913202 96.0000 94.0000
1.00000 20.0000 0.0726323 93.0000 93.0000
2.00000 20.0000 0.0546087 92.0000 95.0000
3.00000 20.0000 0.0589065 92.0000 95.0000
4.00000 20.0000 0.0891353 92.0000 95.0000
5.00000 20.0000 0.0389267 96.0000 90.0000
6.00000 20.0000 0.0861677 96.0000 90.0000
7.00000 20.0000 0.0900374 98.0000 83.0000
8.00000 20.0000 0.0474347 96.0000 93.0000
9.00000 20.0000 0.0500526 89.0000 101.000
10.0000 20.0000 0.0921185 95.0000 95.0000
1.00000 21.0000 0.0736896 93.0000 92.0000
2.00000 21.0000 0.0569952 91.0000 96.0000
3.00000 21.0000 0.0705962 91.0000 96.0000
4.00000 21.0000 0.0957957 92.0000 94.0000
5.00000 21.0000 0.0515269 95.0000 91.0000
6.00000 21.0000 0.0908868 97.0000 90.0000
7.00000 21.0000 0.0912201 98.0000 82.0000
8.00000 21.0000 0.0484373 96.0000 92.0000
9.00000 21.0000 0.0541003 89.0000 100.000
10.0000 21.0000 0.0960883 95.0000 94.0000
1.00000 22.0000 0.0776006 92.0000 93.0000
2.00000 22.0000 0.0575130 90.0000 97.0000
3.00000 22.0000 0.0731908 90.0000 97.0000
4.00000 22.0000 0.0990361 92.0000 93.0000
5.00000 22.0000 0.0586920 94.0000 92.0000
6.00000 22.0000 0.0954689 98.0000 90.0000
7.00000 22.0000 0.0913259 98.0000 81.0000
8.00000 22.0000 0.0550009 96.0000 91.0000
9.00000 22.0000 0.0578028 89.0000 99.0000
10.0000 22.0000 0.107027 94.0000 95.0000
1.00000 23.0000 0.0790624 92.0000 92.0000
2.00000 23.0000 0.0593399 90.0000 96.0000
3.00000 23.0000 0.0731986 91.0000 97.0000
4.00000 23.0000 0.0997468 92.0000 92.0000
5.00000 23.0000 0.0596021 93.0000 93.0000
6.00000 23.0000 0.0977606 97.0000 91.0000
7.00000 23.0000 0.0945206 98.0000 80.0000
8.00000 23.0000 0.0584099 95.0000 92.0000
9.00000 23.0000 0.0613272 89.0000 98.0000
10.0000 23.0000 0.115382 94.0000 94.0000
1.00000 24.0000 0.0807848 92.0000 91.0000
2.00000 24.0000 0.0597551 90.0000 95.0000
3.00000 24.0000 0.0822599 91.0000 96.0000
4.00000 24.0000 0.100987 92.0000 91.0000
5.00000 24.0000 0.0604679 92.0000 94.0000
6.00000 24.0000 0.102329 97.0000 90.0000
7.00000 24.0000 0.0985860 98.0000 79.0000
8.00000 24.0000 0.0599027 95.0000 91.0000
9.00000 24.0000 0.0634517 88.0000 99.0000
10.0000 24.0000 0.116059 93.0000 95.0000
1.00000 25.0000 0.0856793 91.0000 92.0000
2.00000 25.0000 0.0741770 90.0000 94.0000
3.00000 25.0000 0.0839857 90.0000 97.0000
4.00000 25.0000 0.105628 91.0000 92.0000
5.00000 25.0000 0.0605054 92.0000 93.0000
6.00000 25.0000 0.104958 97.0000 89.0000
7.00000 25.0000 0.100477 98.0000 78.0000
8.00000 25.0000 0.0693134 94.0000 92.0000
9.00000 25.0000 0.0691649 87.0000 100.000
10.0000 25.0000 0.116127 92.0000 96.0000
1.00000 26.0000 0.0865668 90.0000 93.0000
2.00000 26.0000 0.0746171 90.0000 93.0000
3.00000 26.0000 0.0842540 90.0000 96.0000
4.00000 26.0000 0.110395 91.0000 91.0000
5.00000 26.0000 0.0631581 91.0000 94.0000
6.00000 26.0000 0.108444 97.0000 88.0000
7.00000 26.0000 0.102075 97.0000 79.0000
8.00000 26.0000 0.0750169 94.0000 91.0000
9.00000 26.0000 0.0695970 87.0000 99.0000
10.0000 26.0000 0.132186 92.0000 95.0000
1.00000 27.0000 0.0893599 90.0000 92.0000
2.00000 27.0000 0.0868767 90.0000 92.0000
3.00000 27.0000 0.0970365 90.0000 95.0000
4.00000 27.0000 0.116200 91.0000 90.0000
5.00000 27.0000 0.0653829 91.0000 93.0000
6.00000 27.0000 0.109775 97.0000 87.0000
7.00000 27.0000 0.104818 96.0000 80.0000
8.00000 27.0000 0.0806117 93.0000 92.0000
9.00000 27.0000 0.0704529 87.0000 98.0000
10.0000 27.0000 0.133267 92.0000 94.0000
1.00000 28.0000 0.0911907 90.0000 91.0000
2.00000 28.0000 0.0879942 90.0000 91.0000
3.00000 28.0000 0.0990378 90.0000 94.0000
4.00000 28.0000 0.116648 90.0000 91.0000
5.00000 28.0000 0.0687720 90.0000 94.0000
6.00000 28.0000 0.112741 97.0000 86.0000
7.00000 28.0000 0.112465 96.0000 79.0000
8.00000 28.0000 0.0892375 92.0000 93.0000
9.00000 28.0000 0.0723889 86.0000 99.0000
10.0000 28.0000 0.133377 92.0000 93.0000
1.00000 29.0000 0.108146 91.0000 91.0000
2.00000 29.0000 0.0910627 89.0000 92.0000
3.00000 29.0000 0.102393 90.0000 93.0000
4.00000 29.0000 0.118743 90.0000 90.0000
5.00000 29.0000 0.0693536 90.0000 93.0000
6.00000 29.0000 0.113694 97.0000 85.0000
7.00000 29.0000 0.117224 96.0000 78.0000
8.00000 29.0000 0.0914326 92.0000 92.0000
9.00000 29.0000 0.0749762 86.0000 98.0000
10.0000 29.0000 0.140124 92.0000 92.0000
1.00000 30.0000 0.113092 91.0000 90.0000
2.00000 30.0000 0.0976699 89.0000 91.0000
3.00000 30.0000 0.104166 90.0000 92.0000
4.00000 30.0000 0.121476 89.0000 91.0000
5.00000 30.0000 0.0696629 90.0000 92.0000
6.00000 30.0000 0.114141 98.0000 85.0000
7.00000 30.0000 0.119563 96.0000 77.0000
8.00000 30.0000 0.0942930 92.0000 91.0000
9.00000 30.0000 0.0775760 86.0000 97.0000
10.0000 30.0000 0.142515 91.0000 93.0000
1.00000 31.0000 0.113444 90.0000 91.0000
2.00000 31.0000 0.0981293 89.0000 90.0000
3.00000 31.0000 0.104695 91.0000 92.0000
4.00000 31.0000 0.127301 89.0000 90.0000
5.00000 31.0000 0.0715241 89.0000 93.0000
6.00000 31.0000 0.114704 99.0000 85.0000
7.00000 31.0000 0.123077 96.0000 76.0000
8.00000 31.0000 0.0946473 93.0000 91.0000
9.00000 31.0000 0.0800245 85.0000 98.0000
10.0000 31.0000 0.144963 91.0000 92.0000
1.00000 32.0000 0.114149 90.0000 90.0000
2.00000 32.0000 0.103709 89.0000 89.0000
3.00000 32.0000 0.105269 91.0000 91.0000
4.00000 32.0000 0.127869 89.0000 89.0000
5.00000 32.0000 0.0788339 89.0000 92.0000
6.00000 32.0000 0.115671 98.0000 86.0000
7.00000 32.0000 0.124332 95.0000 77.0000
8.00000 32.0000 0.0975540 92.0000 92.0000
9.00000 32.0000 0.0821930 85.0000 97.0000
10.0000 32.0000 0.148168 92.0000 92.0000
1.00000 33.0000 0.114856 89.0000 91.0000
2.00000 33.0000 0.104769 89.0000 88.0000
3.00000 33.0000 0.110259 91.0000 90.0000
4.00000 33.0000 0.128066 89.0000 88.0000
5.00000 33.0000 0.0959131 89.0000 91.0000
6.00000 33.0000 0.116577 99.0000 86.0000
7.00000 33.0000 0.129188 95.0000 76.0000
8.00000 33.0000 0.0977758 92.0000 91.0000
9.00000 33.0000 0.0838671 85.0000 96.0000
10.0000 33.0000 0.154037 93.0000 92.0000
1.00000 34.0000 0.117032 89.0000 90.0000
2.00000 34.0000 0.105334 89.0000 87.0000
3.00000 34.0000 0.111501 91.0000 89.0000
4.00000 34.0000 0.129321 89.0000 87.0000
5.00000 34.0000 0.0991309 89.0000 90.0000
6.00000 34.0000 0.121372 99.0000 85.0000
7.00000 34.0000 0.139978 95.0000 75.0000
8.00000 34.0000 0.0987792 92.0000 90.0000
9.00000 34.0000 0.0879336 85.0000 95.0000
10.0000 34.0000 0.154277 93.0000 91.0000
1.00000 35.0000 0.117294 88.0000 91.0000
2.00000 35.0000 0.105903 89.0000 86.0000
3.00000 35.0000 0.114516 92.0000 89.0000
4.00000 35.0000 0.132690 90.0000 87.0000
5.00000 35.0000 0.103521 89.0000 89.0000
6.00000 35.0000 0.125829 100.000 85.0000
7.00000 35.0000 0.145563 95.0000 74.0000
8.00000 35.0000 0.0989168 93.0000 90.0000
9.00000 35.0000 0.0885933 86.0000 95.0000
10.0000 35.0000 0.162848 92.0000 92.0000
1.00000 36.0000 0.117653 88.0000 90.0000
2.00000 36.0000 0.108562 88.0000 87.0000
3.00000 36.0000 0.114786 92.0000 88.0000
4.00000 36.0000 0.133059 90.0000 86.0000
5.00000 36.0000 0.104176 89.0000 88.0000
6.00000 36.0000 0.128041 100.000 84.0000
7.00000 36.0000 0.148253 96.0000 74.0000
8.00000 36.0000 0.100779 93.0000 89.0000
9.00000 36.0000 0.0891291 85.0000 96.0000
10.0000 36.0000 0.164212 91.0000 93.0000
1.00000 37.0000 0.119626 88.0000 89.0000
2.00000 37.0000 0.114460 88.0000 86.0000
3.00000 37.0000 0.115606 92.0000 87.0000
4.00000 37.0000 0.137759 91.0000 86.0000
5.00000 37.0000 0.104344 89.0000 87.0000
6.00000 37.0000 0.141121 99.0000 85.0000
7.00000 37.0000 0.149309 96.0000 73.0000
8.00000 37.0000 0.109248 92.0000 90.0000
9.00000 37.0000 0.0938903 85.0000 95.0000
10.0000 37.0000 0.164823 90.0000 94.0000
1.00000 38.0000 0.127110 88.0000 88.0000
2.00000 38.0000 0.116033 87.0000 87.0000
3.00000 38.0000 0.121161 93.0000 87.0000
4.00000 38.0000 0.139011 92.0000 86.0000
5.00000 38.0000 0.105240 90.0000 87.0000
6.00000 38.0000 0.143818 98.0000 86.0000
7.00000 38.0000 0.150884 97.0000 73.0000
8.00000 38.0000 0.114157 92.0000 89.0000
9.00000 38.0000 0.0944556 85.0000 94.0000
10.0000 38.0000 0.167187 90.0000 93.0000
1.00000 39.0000 0.127547 88.0000 87.0000
2.00000 39.0000 0.116338 86.0000 88.0000
3.00000 39.0000 0.127987 92.0000 88.0000
4.00000 39.0000 0.139548 92.0000 85.0000
5.00000 39.0000 0.109167 90.0000 86.0000
6.00000 39.0000 0.146307 98.0000 85.0000
7.00000 39.0000 0.154031 97.0000 72.0000
8.00000 39.0000 0.116539 92.0000 88.0000
9.00000 39.0000 0.100290 85.0000 93.0000
10.0000 39.0000 0.171017 89.0000 94.0000
1.00000 40.0000 0.129478 88.0000 86.0000
2.00000 40.0000 0.118952 85.0000 89.0000
3.00000 40.0000 0.128906 92.0000 87.0000
4.00000 40.0000 0.141667 91.0000 86.0000
5.00000 40.0000 0.117949 90.0000 85.0000
6.00000 40.0000 0.150441 98.0000 84.0000
7.00000 40.0000 0.158321 96.0000 73.0000
8.00000 40.0000 0.119259 93.0000 88.0000
9.00000 40.0000 0.101294 85.0000 92.0000
10.0000 40.0000 0.172000 90.0000 94.0000
1.00000 41.0000 0.133321 87.0000 87.0000
2.00000 41.0000 0.119522 86.0000 89.0000
3.00000 41.0000 0.133780 93.0000 87.0000
4.00000 41.0000 0.141787 91.0000 85.0000
5.00000 41.0000 0.118047 90.0000 84.0000
6.00000 41.0000 0.153231 97.0000 85.0000
7.00000 41.0000 0.164951 96.0000 72.0000
8.00000 41.0000 0.122575 93.0000 87.0000
9.00000 41.0000 0.127716 85.0000 91.0000
10.0000 41.0000 0.174275 90.0000 93.0000
1.00000 42.0000 0.136045 87.0000 86.0000
2.00000 42.0000 0.119697 86.0000 88.0000
3.00000 42.0000 0.148904 93.0000 86.0000
4.00000 42.0000 0.143661 91.0000 84.0000
5.00000 42.0000 0.119218 89.0000 85.0000
6.00000 42.0000 0.159600 96.0000 86.0000
7.00000 42.0000 0.166175 95.0000 73.0000
8.00000 42.0000 0.142960 93.0000 86.0000
9.00000 42.0000 0.129559 86.0000 91.0000
10.0000 42.0000 0.174689 90.0000 92.0000
1.00000 43.0000 0.143180 87.0000 85.0000
2.00000 43.0000 0.120324 86.0000 87.0000
3.00000 43.0000 0.151496 92.0000 87.0000
4.00000 43.0000 0.143716 91.0000 83.0000
5.00000 43.0000 0.124466 89.0000 84.0000
6.00000 43.0000 0.166562 96.0000 85.0000
7.00000 43.0000 0.169367 95.0000 72.0000
8.00000 43.0000 0.149589 93.0000 85.0000
9.00000 43.0000 0.136621 86.0000 90.0000
10.0000 43.0000 0.177009 89.0000 93.0000
1.00000 44.0000 0.144140 88.0000 85.0000
2.00000 44.0000 0.120636 86.0000 86.0000
3.00000 44.0000 0.152044 92.0000 86.0000
4.00000 44.0000 0.151339 91.0000 82.0000
5.00000 44.0000 0.134441 89.0000 83.0000
6.00000 44.0000 0.169511 95.0000 86.0000
7.00000 44.0000 0.172735 95.0000 71.0000
8.00000 44.0000 0.149907 93.0000 84.0000
9.00000 44.0000 0.137928 87.0000 90.0000
10.0000 44.0000 0.177244 88.0000 94.0000
1.00000 45.0000 0.144902 88.0000 84.0000
2.00000 45.0000 0.124070 86.0000 85.0000
3.00000 45.0000 0.152952 92.0000 85.0000
4.00000 45.0000 0.154282 92.0000 82.0000
5.00000 45.0000 0.134713 90.0000 83.0000
6.00000 45.0000 0.170569 96.0000 86.0000
7.00000 45.0000 0.174537 95.0000 70.0000
8.00000 45.0000 0.150053 94.0000 84.0000
9.00000 45.0000 0.140676 87.0000 89.0000
10.0000 45.0000 0.179806 88.0000 93.0000
1.00000 46.0000 0.153791 88.0000 83.0000
2.00000 46.0000 0.156230 86.0000 84.0000
3.00000 46.0000 0.154025 92.0000 84.0000
4.00000 46.0000 0.155112 92.0000 81.0000
5.00000 46.0000 0.136399 90.0000 82.0000
6.00000 46.0000 0.173807 96.0000 85.0000
7.00000 46.0000 0.174631 96.0000 70.0000
8.00000 46.0000 0.151109 95.0000 84.0000
9.00000 46.0000 0.142951 87.0000 88.0000
10.0000 46.0000 0.180311 88.0000 92.0000
1.00000 47.0000 0.156544 88.0000 82.0000
2.00000 47.0000 0.159532 86.0000 83.0000
3.00000 47.0000 0.158043 93.0000 84.0000
4.00000 47.0000 0.155836 93.0000 81.0000
5.00000 47.0000 0.137371 89.0000 83.0000
6.00000 47.0000 0.177822 96.0000 84.0000
7.00000 47.0000 0.180690 96.0000 69.0000
8.00000 47.0000 0.152702 95.0000 83.0000
9.00000 47.0000 0.152437 87.0000 87.0000
10.0000 47.0000 0.185964 87.0000 93.0000
1.00000 48.0000 0.156942 88.0000 81.0000
2.00000 48.0000 0.164625 86.0000 82.0000
3.00000 48.0000 0.160639 93.0000 83.0000
4.00000 48.0000 0.161009 93.0000 80.0000
5.00000 48.0000 0.141389 88.0000 84.0000
6.00000 48.0000 0.179594 96.0000 83.0000
7.00000 48.0000 0.190428 95.0000 70.0000
8.00000 48.0000 0.156906 95.0000 82.0000
9.00000 48.0000 0.154435 87.0000 86.0000
10.0000 48.0000 0.187330 86.0000 94.0000
1.00000 49.0000 0.160640 88.0000 80.0000
2.00000 49.0000 0.172109 87.0000 82.0000
3.00000 49.0000 0.162533 93.0000 82.0000
4.00000 49.0000 0.165039 92.0000 81.0000
5.00000 49.0000 0.143648 87.0000 85.0000
6.00000 49.0000 0.179693 96.0000 82.0000
7.00000 49.0000 0.193351 94.0000 71.0000
8.00000 49.0000 0.161703 95.0000 81.0000
9.00000 49.0000 0.155088 86.0000 87.0000
10.0000 49.0000 0.192858 86.0000 93.0000
1.00000 50.0000 0.167354 88.0000 79.0000
2.00000 50.0000 0.182550 87.0000 81.0000
3.00000 50.0000 0.167366 93.0000 81.0000
4.00000 50.0000 0.165962 93.0000 81.0000
5.00000 50.0000 0.144417 87.0000 84.0000
6.00000 50.0000 0.182786 96.0000 81.0000
7.00000 50.0000 0.198277 94.0000 70.0000
8.00000 50.0000 0.172689 96.0000 81.0000
9.00000 50.0000 0.167742 86.0000 86.0000
10.0000 50.0000 0.197043 85.0000 94.0000
1.00000 51.0000 0.170833 88.0000 78.0000
2.00000 51.0000 0.182956 86.0000 82.0000
3.00000 51.0000 0.168013 93.0000 80.0000
4.00000 51.0000 0.169473 93.0000 80.0000
5.00000 51.0000 0.147189 87.0000 83.0000
6.00000 51.0000 0.183931 95.0000 82.0000
7.00000 51.0000 0.199026 93.0000 71.0000
8.00000 51.0000 0.173176 97.0000 81.0000
9.00000 51.0000 0.168145 86.0000 85.0000
10.0000 51.0000 0.200337 85.0000 93.0000
1.00000 52.0000 0.172691 89.0000 78.0000
2.00000 52.0000 0.185033 85.0000 83.0000
3.00000 52.0000 0.169155 92.0000 81.0000
4.00000 52.0000 0.170644 92.0000 81.0000
5.00000 52.0000 0.151994 87.0000 82.0000
6.00000 52.0000 0.187159 95.0000 81.0000
7.00000 52.0000 0.201069 93.0000 70.0000
8.00000 52.0000 0.177140 97.0000 80.0000
9.00000 52.0000 0.169114 86.0000 84.0000
10.0000 52.0000 0.201887 85.0000 92.0000
1.00000 53.0000 0.176732 89.0000 77.0000
2.00000 53.0000 0.187376 85.0000 82.0000
3.00000 53.0000 0.179709 92.0000 80.0000
4.00000 53.0000 0.179291 92.0000 80.0000
5.00000 53.0000 0.152278 88.0000 82.0000
6.00000 53.0000 0.190909 95.0000 80.0000
7.00000 53.0000 0.202371 94.0000 70.0000
8.00000 53.0000 0.178998 97.0000 79.0000
9.00000 53.0000 0.173052 86.0000 83.0000
